0_0: PFC10_API0036
0_996: PF3D7_1363500
0_997: PF3D7_0108400.2
0_998: PF3D7_1038800
0_999: PF3D7_0531400
0_1000: PF3D7_1232600
0_1001: PF3D7_0414300
0_1002: PF3D7_1120500
0_1003: PF3D7_0904300
0_1004: PF3D7_1144200
0_1005: PF3D7_1110300
0_1006: PF3D7_0414100
0_1007: PF3D7_0519800
0_1008: PF3D7_1403100
0_1009: PF3D7_0613700
0_1010: PF3D7_1310200
0_1011: PF3D7_0310600.1
0_1012: PF3D7_0303800
0_1013: PF3D7_1225500
0_1014: PF3D7_1038000.1
0_1015: PF3D7_0521300
0_1016: PF3D7_1452900
0_1017: PF3D7_0815100
0_1018: PF3D7_1029500
0_1019: PF3D7_1106900
0_1020: PF3D7_1307500
0_1021: PF3D7_0515400
0_1022: PF3D7_1218100
0_1023: PF3D7_1444900
0_1024: PF3D7_1349700
0_1025: PF3D7_1216000
0_1026: PF3D7_1407200
0_1027: PF3D7_0416000
0_1028: PF3D7_0509100
0_1029: PF3D7_0603200
0_1030: PF3D7_1457700
0_1031: PF3D7_0502300
0_1032: PF3D7_1018400
0_1033: PF3D7_1476900
0_1034: PF3D7_1023700
0_1035: PF3D7_0802700
0_1036: PF3D7_1443200
0_1037: PF3D7_1303200.2
0_1038: PF3D7_0704200
0_1039: PF3D7_1365700
0_1040: PF3D7_1419800.2
0_1041: PF3D7_0721300
0_1042: PF3D7_0501900
0_1043: PF3D7_0809800
0_1044: PF3D7_0830400
0_1045: PF3D7_1344700
0_1046: PF3D7_1214500
0_1047: PF3D7_1467700
0_1048: PF3D7_0622200
0_1049: PF3D7_0705200
0_1050: PF3D7_0218400
0_1051: PF3D7_0819700
0_1052: PF3D7_0920700
0_1053: PF3D7_1016000
0_1054: PF3D7_0313800
0_1055: PF3D7_1470800
0_1056: PF3D7_0302300
0_1057: PF3D7_1447800
0_1058: PF3D7_1215800
0_1059: PF3D7_1334100
0_1060: PF3D7_1446100
0_1061: PF3D7_1337300
0_1062: PF3D7_0604300
0_1063: PF3D7_0204300
0_1064: PF3D7_1475800
0_1065: PF3D7_1355200
0_1066: PF3D7_0317000
0_1067: PF3D7_1367500
0_1068: PF3D7_1459200
0_1069: PF3D7_1007400
0_1070: PF3D7_0316400
0_1071: PF3D7_0512100
0_1072: PF3D7_0323800
0_1073: PF3D7_0221300
0_1074: PF3D7_1208800
0_1075: PF3D7_0103400
0_1076: PF3D7_1230500
0_1077: PF3D7_1430800
0_1078: PF3D7_0900900
0_1079: PF3D7_1005400
0_1080: PF3D7_1455700
0_1081: PF3D7_0614300
0_1082: PF3D7_1142200
0_1083: PF3D7_0812100
0_1084: PF3D7_1429000
0_1085: PF3D7_0919800
0_1086: PF3D7_0102400
0_1087: PF3D7_1309100
0_1088: PF3D7_1421400
0_1089: PF3D7_0803500
0_1090: PF3D7_1360000
0_1091: PF3D7_0321000
0_1092: PF3D7_1460300
0_1093: PF3D7_0824100
0_1094: PF3D7_0210500
0_1095: PF3D7_1318500
0_1096: PF3D7_0713500
0_1097: PF3D7_0611600
0_1098: PF3D7_0621700
0_1099: PF3D7_1128900
0_1100: PF3D7_1021000
0_1101: PF3D7_1422300
0_1102: PF3D7_0619700
0_1103: PF3D7_0627100
0_1104: PF3D7_1414100
0_1105: PF3D7_1018600
0_1106: PF3D7_1223500
0_1107: PF3D7_1322200
0_1108: PF3D7_0528100
0_1109: PF3D7_1457100
0_1110: PF3D7_1435200
0_1111: PF3D7_0419900
0_1112: PF3D7_0412300
0_1113: PF3D7_1331200
0_1114: PF3D7_1227600
0_1115: PF3D7_0722000
0_1116: PF3D7_1319000
0_1117: PF3D7_1409700
0_1118: PF3D7_1418200
0_1119: PF3D7_1366700
0_1120: PF3D7_0417900
0_1121: PF3D7_1317600
0_1122: PF3D7_1124900
0_1123: PF3D7_1407400
0_1124: PF3D7_0318300
0_1125: PF3D7_1405300
0_1126: PF3D7_0626600
0_1127: PF3D7_1202100.1
0_1128: PF3D7_1308000
0_1129: PF3D7_0920600
0_1130: PF3D7_1111000
0_1131: PF3D7_0703600
0_1132: PF3D7_0407900
0_1133: PF3D7_1356700
0_1134: PF3D7_1139800
0_1135: PF3D7_1318000
0_1136: PF3D7_0425300
0_1137: PF3D7_1229300
0_1138: PF3D7_0510700
0_1139: PF3D7_0722400
0_1140: PF3D7_0526700
0_1141: PF3D7_0717200
0_1142: PF3D7_0605700
0_1143: PF3D7_1427000
0_1144: PF3D7_1208900
0_1145: PF3D7_0400600
0_1146: PF3D7_0730100
0_1147: PF3D7_0904200
0_1148: PF3D7_0530400
0_1149: PF3D7_1309400
0_1150: PF3D7_0625000.1
0_1151: PF3D7_0723600
0_1152: PF3D7_0321100
0_1153: PF3D7_1464700
0_1154: PF3D7_1227400
0_1155: PF3D7_0312000
0_1156: PF3D7_0401600.1
0_1157: PF3D7_1439500
0_1158: PF3D7_0823200
0_1159: PF3D7_0905200
0_1160: PF3D7_1477400
0_1161: PF3D7_0714200
0_1162: PF3D7_0616400
0_1163: PF3D7_1221500
0_1164: PF3D7_0413800
0_1165: PF3D7_0110500
0_1166: PF3D7_0104700
0_1167: PF3D7_0100700
0_1168: PF3D7_1146300
0_1169: PF3D7_0311100
0_1170: PF3D7_0720300
0_1171: PF3D7_1031100
0_1172: PF3D7_0933400
0_1173: PF3D7_1006800
0_1174: PF3D7_0503000
0_1175: PF3D7_1306500
0_1176: PF3D7_1461300
0_1177: PF3D7_0414600
0_1178: PF3D7_0219500
0_1179: PF3D7_0529400.1
0_1180: PF3D7_1114600
0_1181: PF3D7_1356300
0_1182: PF3D7_1137600
0_1183: PF3D7_1461100
0_1184: PF3D7_1428200
0_1185: PF3D7_0532800
0_1186: PF3D7_0917500
0_1187: PF3D7_1347900
0_1188: PF3D7_0615400
0_1189: PF3D7_0930400.2
0_1190: PF3D7_0416200
0_1191: PF3D7_1135200
0_1192: PF3D7_0925800
0_1193: PF3D7_1301500
0_1194: PF3D7_1236300
0_1195: PF3D7_1478100
0_1196: PF3D7_0819600
0_1197: PF3D7_1002400.2
0_1198: PF3D7_1212400
0_1199: PF3D7_1210500
0_1200: PF3D7_1017300.2
0_1201: PF3D7_1455600
0_1202: PF3D7_0911500.1
0_1203: PF3D7_1315200
0_1204: PF3D7_0927600
0_1205: PF3D7_1329600
0_1206: PF3D7_0219900
0_1207: PF3D7_1333400
0_1208: PF3D7_1339400
0_1209: PF3D7_1110900
0_1210: PF3D7_0208400
0_1211: PF3D7_0716200
0_1212: PF3D7_1023800
0_1213: PF3D7_1320700
0_1214: PF3D7_1131800
0_1215: PF3D7_1348600
0_1216: PF3D7_1474100
0_1217: PF3D7_1351000
0_1218: PF3D7_1024600
0_1219: PF3D7_1337700
0_1220: PF3D7_1315400
0_1221: PF3D7_1446300
0_1222: PF3D7_0201300
0_1223: PF3D7_0802900
0_1224: PF3D7_1349200
0_1225: PF3D7_1302900
0_1226: PF3D7_0723100
0_1227: PF3D7_0414200.1
0_1228: PF3D7_1113500
0_1229: PF3D7_1013200
0_1230: PF3D7_1463000
0_1231: PF3D7_1202000
0_1232: PF3D7_1212600.1
0_1233: PF3D7_1435500
0_1234: PF3D7_1468600
0_1235: PF3D7_1414200
0_1236: PF3D7_1306700
0_1237: PF3D7_0824500
0_1238: PF3D7_1007300
0_1239: PF3D7_0518300
0_1240: PF3D7_1328100
0_1241: PF3D7_0926500
0_1242: PF3D7_0803600
0_1243: PF3D7_0714400
0_1244: PF3D7_1460900.1
0_1245: PF3D7_0905800
0_1246: PF3D7_1000800
0_1247: PF3D7_0827400
0_1248: PF3D7_0602900
0_1249: PF3D7_1456300
0_1250: PF3D7_1251500
0_1251: PF3D7_0618900.2
0_1252: PF3D7_1230800
0_1253: PF3D7_1457300
0_1254: PF3D7_0422900
0_1255: PF3D7_0504100
0_1256: PF3D7_1349500
0_1257: PF3D7_1432300
0_1258: PF3D7_1352300
0_1259: PF3D7_1432600
0_1260: PF3D7_1021400
0_1261: PF3D7_1411000.2
0_1262: PF3D7_1232400
0_1263: PF3D7_0826900
0_1264: PF3D7_1251200
0_1265: PF3D7_1329000
0_1266: PF3D7_0803800
0_1267: PF3D7_0300400
0_1268: PF3D7_0216700.1
0_1269: PF3D7_0311600
0_1270: PF3D7_0301700
0_1271: PF3D7_0937200
0_1272: PF3D7_1232800
0_1273: PF3D7_0909400
0_1274: PF3D7_1462600
0_1275: PF3D7_1436700
0_1276: PF3D7_1459700
0_1277: PF3D7_1122000
0_1278: PF3D7_0320200
0_1279: PF3D7_1110800
0_1280: PF3D7_0317300
0_1281: PF3D7_0722900
0_1282: PF3D7_1420300
0_1283: PF3D7_0709500
0_1284: PF3D7_1144400
0_1285: PF3D7_1474000
0_1286: PF3D7_0819800
0_1287: PF3D7_1409000
0_1288: PF3D7_0901900
0_1289: PF3D7_0700700
0_1290: PF3D7_1428700
0_1291: PF3D7_0809500
0_1292: PF3D7_1353400
0_1293: PF3D7_1122200
0_1294: PF3D7_0917300
0_1295: PF3D7_1141800
0_1296: PF3D7_0818000
0_1297: PF3D7_1315000
0_1298: PF3D7_1435700.1
0_1299: PF3D7_0923500
0_1300: PF3D7_1345800
0_1301: PF3D7_1459800
0_1302: PF3D7_1441800
0_1303: PF3D7_1476000
0_1304: PF3D7_0412100
0_1305: PF3D7_1223000
0_1306: PF3D7_1440400
0_1307: PF3D7_1419100
0_1308: PF3D7_0307300
0_1309: PF3D7_1139600
0_1310: PF3D7_1354100
0_1311: PF3D7_1403300
0_1312: PF3D7_0521500
0_1313: PF3D7_1441700
0_1314: PF3D7_1422900
0_1315: PF3D7_1217800
0_1316: PF3D7_0710100
0_1317: PF3D7_1333300
0_1318: PF3D7_0410500
0_1319: PF3D7_0208300
0_1320: PF3D7_0825600
0_1321: PF3D7_1339300
0_1322: PF3D7_0219800
0_1323: PF3D7_0408300
0_1324: PF3D7_0519700
0_1325: PF3D7_1222100
0_1326: PF3D7_1348300
0_1327: PF3D7_0417600
0_1328: PF3D7_1002600
0_1329: PF3D7_1415300
0_1330: PF3D7_1013700
0_1331: PF3D7_1430500
0_1332: PF3D7_0717600
0_1333: PF3D7_0516700
0_1334: PF3D7_1345300
0_1335: PF3D7_1233700
0_1336: PF3D7_1459600
0_1337: PF3D7_1230000
0_1338: PF3D7_1002900
0_1339: PF3D7_1111600
0_1340: PF3D7_1445200
0_1341: PF3D7_0716300
0_1342: PF3D7_0323100
0_1343: PF3D7_1118100
0_1344: PF3D7_0831900
0_1345: PF3D7_0811800
0_1346: PF3D7_1217900
0_1347: PF3D7_0605500
0_1348: PF3D7_0502500
0_1349: PF3D7_1220200
0_1350: PF3D7_1100700
0_1351: PF3D7_0811100
0_1352: PF3D7_1412100
0_1353: PF3D7_0820900
0_1354: PF3D7_1348100
0_1355: PF3D7_1426300
0_1356: PF3D7_0309100
0_1357: PF3D7_0707500
0_1358: PF3D7_0702100
0_1359: PF3D7_1201400
0_1360: PF3D7_1453300
0_1361: PF3D7_0607800
0_1362: PF3D7_1020300
0_1363: PF3D7_0723800
0_1364: PF3D7_0407800
0_1365: PF3D7_1037900
0_1366: PF3D7_1356100
0_1367: PF3D7_1471400
0_1368: PF3D7_0720100
0_1369: PF3D7_1302700
0_1370: PF3D7_0815500
0_1371: PF3D7_1138600
0_1372: PF3D7_1024100
0_1373: PF3D7_0313300
0_1374: PF3D7_0627000
0_1375: PF3D7_1306800
0_1376: PF3D7_0424000
0_1377: PF3D7_0626500
0_1378: PF3D7_1012000
0_1379: PF3D7_0409500
0_1380: PF3D7_0730800.1
0_1381: PF3D7_0830900
0_1382: PF3D7_1202700
0_1383: PF3D7_1321500.1
0_1384: PF3D7_0613100
0_1385: PF3D7_0520600
0_1386: PF3D7_0105200
0_1387: PF3D7_1130600
0_1388: PF3D7_0914600
0_1389: PF3D7_0530700
0_1390: PF3D7_0200800
0_1391: PF3D7_0820500
0_1392: PF3D7_1215400
0_1393: PF3D7_1206800
0_1394: PF3D7_1025800
0_1395: PF3D7_1025400
0_1396: PF3D7_1135500
0_1397: PF3D7_1138000
0_1398: PF3D7_1005700
0_1399: PF3D7_0720400
0_1400: PF3D7_0301300
0_1401: PF3D7_1358100
0_1402: PF3D7_1437100
0_1403: PF3D7_0823700
0_1404: PF3D7_0101800
0_1405: PF3D7_1239000
0_1406: PF3D7_0721500
0_1407: PF3D7_0208100.1
0_1408: PF3D7_0519100
0_1409: PF3D7_1325900
0_1410: PF3D7_1463500
0_1411: PF3D7_1015800
0_1412: PF3D7_0511300
0_1413: PF3D7_0611400
0_1414: PF3D7_1334200
0_1415: PF3D7_1304200.2
0_1416: PF3D7_0416700
0_1417: PF3D7_1372300
0_1418: PF3D7_0913500
0_1419: PF3D7_0402900
0_1420: PF3D7_1015100
0_1421: PF3D7_0415200
0_1422: PF3D7_0804900
0_1423: PF3D7_1139500.2
0_1424: PF3D7_0108000
0_1425: PF3D7_0913100
0_1426: PF3D7_1225400
0_1427: PF3D7_0611500
0_1428: PF3D7_1039100
0_1429: PF3D7_0802500
0_1430: PF3D7_0111300
0_1431: PF3D7_1015500
0_1432: PF3D7_1231900
0_1433: PF3D7_1466200
0_1434: PF3D7_0813400
0_1435: PF3D7_0516500
0_1436: PF3D7_1009500
0_1437: PF3D7_1317700
0_1438: PF3D7_0502100
0_1439: PF3D7_1444200
0_1440: PF3D7_1333900
0_1441: PF3D7_1325800
0_1442: PF3D7_0416500
0_1443: PF3D7_0618300
0_1444: PF3D7_1464500
0_1445: PF3D7_0508200
0_1446: PF3D7_1147400
0_1447: PF3D7_1231200
0_1448: PF3D7_1103900
0_1449: PF3D7_0102900
0_1450: PF3D7_0725500
0_1451: PF3D7_0617200
0_1452: PF3D7_0903600.2
0_1453: PF3D7_1338800
0_1454: PF3D7_1030400
0_1455: PF3D7_0530000
0_1456: PF3D7_1238100
0_1457: PF3D7_1427400.1
0_1458: PF3D7_0114500
0_1459: PF3D7_1252600
0_1460: PF3D7_1472000
0_1461: PF3D7_0303200
0_1462: PF3D7_0515500
0_1463: PF3D7_1356400
0_1464: PF3D7_1134200
0_1465: PF3D7_0520800
0_1466: PF3D7_1217100.2
0_1467: PF3D7_0513100
0_1468: PF3D7_1467000
0_1469: PF3D7_0216700.2
0_1470: PF3D7_1029200
0_1471: PF3D7_1112000
0_1472: PF3D7_0925100
0_1473: PF3D7_0904000
0_1474: PF3D7_0422200
0_1475: PF3D7_0301900
0_1476: PF3D7_1207700
0_1477: PF3D7_1409200.2
0_1478: PF3D7_0937100
0_1479: PF3D7_1401700
0_1480: PF3D7_0419500
0_1481: PF3D7_1424100
0_1482: PF3D7_0525200
0_1483: PF3D7_0908600
0_1484: PF3D7_1004500
0_1485: PF3D7_1461400
0_1486: PF3D7_1116200.1
0_1487: PF3D7_1009900
0_1488: PF3D7_1031400.1
0_1489: PF3D7_1248800
0_1490: PF3D7_1248000
0_1491: PF3D7_1132000
0_1492: PF3D7_0618900.1
0_1493: PF3D7_0827200
0_1494: PF3D7_1219000
0_1495: PF3D7_1328900
0_1496: PF3D7_1330000.2
0_1497: PF3D7_0806100
0_1498: PF3D7_1227000
0_1499: PF3D7_0709800
0_1500: PF3D7_1363000
0_1501: PF3D7_0805400
0_1502: PF3D7_1445500
0_1503: PF3D7_0919700
0_1504: PF3D7_1123700
0_1505: PF3D7_0507300
0_1506: PF3D7_1133100
0_1507: PF3D7_1403000
0_1508: PF3D7_0630400
0_1509: PF3D7_1415600
0_1510: PF3D7_1248400
0_1511: PF3D7_0626200
0_1512: PF3D7_1124300
0_1513: PF3D7_0321500
0_1514: PF3D7_0322900
0_1515: PF3D7_0928100
0_1516: PF3D7_0625500
0_1517: PF3D7_0304300
0_1518: PF3D7_0722500
0_1519: PF3D7_1132100
0_1520: PF3D7_1327000
0_1521: PF3D7_1144800
0_1522: PF3D7_0933100
0_1523: PF3D7_1201000
0_1524: PF3D7_0828500
0_1525: PF3D7_1313500
0_1526: PF3D7_1363100
0_1527: PF3D7_0715700
0_1528: PF3D7_1358000
0_1529: PF3D7_0929100
0_1530: PF3D7_1017500
0_1531: PF3D7_0221900
0_1532: PF3D7_0604600
0_1533: PF3D7_1411600
0_1534: PF3D7_0104200
0_1535: PF3D7_0301500
0_1536: PF3D7_1413900
0_1537: PF3D7_1201200
0_1538: PF3D7_1404600.1
0_1539: PF3D7_0917200
0_1540: PF3D7_0614100
0_1541: PF3D7_1100900
0_1542: PF3D7_0113200
0_1543: PF3D7_1234900
0_1544: PF3D7_0423600
0_1545: PF3D7_0702200
0_1546: PF3D7_1021900
0_1547: PF3D7_1420100
0_1548: PF3D7_1412400
0_1549: PF3D7_1009100
0_1550: PF3D7_0525600
0_1551: PF3D7_1306000
0_1552: PF3D7_0806000
0_1553: PF3D7_1015200.1
0_1554: PF3D7_0504200
0_1555: PF3D7_1105400
0_1556: PF3D7_1416800
0_1557: PF3D7_1215700
0_1558: PF3D7_1106600
0_1559: PF3D7_1352000
0_1560: PF3D7_1126500
0_1561: PF3D7_1226000
0_1562: PF3D7_0311000
0_1563: PF3D7_1009800
0_1564: PF3D7_0728800
0_1565: PF3D7_1313400
0_1566: PF3D7_0715300
0_1567: PF3D7_1464900
0_1568: PF3D7_0111800
0_1569: PF3D7_1433200
0_1570: PF3D7_0521800
0_1571: PF3D7_1310900
0_1572: PF3D7_1437200
0_1573: PF3D7_0411300
0_1574: PF3D7_0321700
0_1575: PF3D7_0927100
0_1576: PF3D7_1115000
0_1577: PF3D7_1214900
0_1578: PF3D7_1340200
0_1579: PF3D7_0105600
0_1580: PF3D7_0220900
0_1581: PF3D7_0700400
0_1582: PF3D7_1355600
0_1583: PF3D7_1333500
0_1584: PF3D7_1350000
0_1585: PF3D7_1422400
0_1586: PF3D7_0924200
0_1587: PF3D7_1204200
0_1588: PF3D7_0506600
0_1589: PF3D7_0213500
0_1590: PF3D7_1439000
0_1591: PF3D7_1431400
0_1592: PF3D7_0809400
0_1593: PF3D7_1220600
0_1594: PF3D7_0914500
0_1595: PF3D7_0727100
0_1596: PF3D7_1349100
0_1597: PF3D7_0525000
0_1598: PF3D7_0113400
0_1599: PF3D7_1445300
0_1600: PF3D7_0221800
0_1601: PF3D7_0509500
0_1602: PF3D7_0616300
0_1603: PF3D7_1458700
0_1604: PF3D7_1137400
0_1605: PF3D7_1465900
0_1606: PF3D7_1328400
0_1607: PF3D7_0112800
0_1608: PF3D7_1205000
0_1609: PF3D7_0106200
0_1610: PF3D7_0715800
0_1611: PF3D7_0309300
0_1612: PF3D7_0318000
0_1613: PF3D7_1353900
0_1614: PF3D7_1420500
0_1615: PF3D7_1366300
0_1616: PF3D7_0403700
0_1617: PF3D7_0411200
0_1618: PF3D7_1402400
0_1619: PF3D7_0936700
0_1620: PF3D7_1010500
0_1621: PF3D7_1254900
0_1622: PF3D7_1138200
0_1623: PF3D7_1415400
0_1624: PF3D7_0514700
0_1625: PF3D7_0616900
0_1626: PF3D7_0310800
0_1627: PF3D7_1344300
0_1628: PF3D7_1319800
0_1629: PF3D7_1409500
0_1630: PF3D7_0807000
0_1631: PF3D7_0704400
0_1632: PF3D7_1139200
0_1633: PF3D7_0212800
0_1634: PF3D7_1005500
0_1635: PF3D7_0612300
0_1636: PF3D7_1240000
0_1637: PF3D7_1225600
0_1638: PF3D7_0726600
0_1639: PF3D7_0419300
0_1640: PF3D7_1334000
0_1641: PF3D7_1325100
0_1642: PF3D7_0813100
0_1643: PF3D7_1459500
0_1644: PF3D7_1140900
0_1645: PF3D7_1402000
0_1646: PF3D7_1021500
0_1647: PF3D7_1134600
0_1648: PF3D7_0319800
0_1649: PF3D7_0821000
0_1650: PF3D7_1012500
0_1651: PF3D7_1448500
0_1652: PF3D7_1416700
0_1653: PF3D7_1201500
0_1654: PF3D7_1400700
0_1655: PF3D7_1201700
0_1656: PF3D7_1032600
0_1657: PF3D7_0419600
0_1658: PF3D7_0713900
0_1659: PF3D7_1115100
0_1660: PF3D7_1251400
0_1661: PF3D7_0209700
0_1662: PF3D7_1323100
0_1663: PF3D7_1017200
0_1664: PF3D7_1141700
0_1665: PF3D7_1314800
0_1666: PF3D7_1249400
0_1667: PF3D7_0110400
0_1668: PF3D7_1251000
0_1669: PF3D7_1117500
0_1670: PF3D7_0926900
0_1671: PF3D7_0413700
0_1672: PF3D7_0726400
0_1673: PF3D7_1204900
0_1674: PF3D7_0417500
0_1675: PF3D7_1368700
0_1676: PF3D7_0210600
0_1677: PF3D7_0524900
0_1678: PF3D7_1412900.2
0_1679: PF3D7_0825900
0_1680: PF3D7_1403400
0_1681: PF3D7_1452600
0_1682: PF3D7_0322700
0_1683: PF3D7_0817800
0_1684: PF3D7_1460000
0_1685: PF3D7_0921900
0_1686: PF3D7_1478700
0_1687: PF3D7_1034100
0_1688: PF3D7_0311500
0_1689: PF3D7_0500200
0_1690: PF3D7_0728600
0_1691: PF3D7_0202400
0_1692: PF3D7_0532500
0_1693: PF3D7_0832900
0_1694: PF3D7_0908400
0_1695: PF3D7_0202600.2
0_1696: PF3D7_0404600
0_1697: PF3D7_0922300
0_1698: PF3D7_1366800
0_1699: PF3D7_1313600
0_1700: PF3D7_0907500
0_1701: PF3D7_1228800
0_1702: PF3D7_1338900
0_1703: PF3D7_1411800
0_1704: PF3D7_1328500
0_1705: PF3D7_1034200
0_1706: PF3D7_1224200
0_1707: PF3D7_0106600
0_1708: PF3D7_0211900
0_1709: PF3D7_1455900
0_1710: PF3D7_1405700
0_1711: PF3D7_1330700
0_1712: PF3D7_0614700
0_1713: PF3D7_1149100.1
0_1714: PF3D7_1024400
0_1715: PF3D7_0916200
0_1716: PF3D7_1330400.1
0_1717: PF3D7_0305700
0_1718: PF3D7_1245800
0_1719: PF3D7_1346900
0_1720: PF3D7_0205700.1
0_1721: PF3D7_0702600
0_1722: PF3D7_0916000
0_1723: PF3D7_1218600
0_1724: PF3D7_1249200
0_1725: PF3D7_0817600
0_1726: PF3D7_1029400
0_1727: PF3D7_0523600
0_1728: PF3D7_1419900
0_1729: PF3D7_1039200
0_1730: PF3D7_1449900
0_1731: PF3D7_1004600
0_1732: PF3D7_1234300
0_1733: PF3D7_0209400
0_1734: PF3D7_0211100
0_1735: PF3D7_0912200
0_1736: PF3D7_1022000
0_1737: PF3D7_1011300
0_1738: PF3D7_0502700
0_1739: PF3D7_1033800
0_1740: PF3D7_0512800
0_1741: PF3D7_0710200
0_1742: PF3D7_0525300
0_1743: PF3D7_0606400
0_1744: PF3D7_1243300
0_1745: PF3D7_1202600
0_1746: PF3D7_1355900
0_1747: PF3D7_1026600
0_1748: PF3D7_0416900
0_1749: PF3D7_1147800.2
0_1750: PF3D7_1420900
0_1751: PF3D7_0916800
0_1752: PF3D7_1116100
0_1753: PF3D7_0707200
0_1754: PF3D7_0728700
0_1755: PF3D7_1303200.1
0_1756: PF3D7_0415900
0_1757: PF3D7_0315900
0_1758: PF3D7_0807200
0_1759: PF3D7_0415400
0_1760: PF3D7_1332700
0_1761: PF3D7_0936200
0_1762: PF3D7_1003200
0_1763: PF3D7_0705500
0_1764: PF3D7_0316800
0_1765: PF3D7_0911100
0_1766: PF3D7_1019200
0_1767: PF3D7_1311200
0_1768: PF3D7_1252900
0_1769: PF3D7_1416900
0_1770: PF3D7_0603600
0_1771: PF3D7_1441200
0_1772: PF3D7_1307400
0_1773: PF3D7_1108700
0_1774: PF3D7_0219400.2
0_1775: PF3D7_0302700
0_1776: PF3D7_0406800
0_1777: PF3D7_1019800
0_1778: PF3D7_1313300
0_1779: PF3D7_1244000
0_1780: PF3D7_0619000.2
0_1781: PF3D7_1140200
0_1782: PF3D7_0631000
0_1783: PF3D7_1142100
0_1784: PF3D7_0624200
0_1785: PF3D7_0919100
0_1786: PF3D7_0828100
0_1787: PF3D7_0411000
0_1788: PF3D7_1018300
0_1789: PF3D7_1369100
0_1790: PF3D7_0306900
0_1791: PF3D7_0615800
0_1792: PF3D7_0415800
0_1793: PF3D7_0905000
0_1794: PF3D7_0604800
0_1795: PF3D7_1361800
0_1796: PF3D7_1106500
0_1797: PF3D7_0817200
0_1798: PF3D7_1013900
0_1799: PF3D7_0831200
0_1800: PF3D7_1358200
0_1801: PF3D7_1221300
0_1802: PF3D7_0105500
0_1803: PF3D7_1134900
0_1804: PF3D7_1207100
0_1805: PF3D7_1034000
0_1806: PF3D7_0624900
0_1807: PF3D7_1373200
0_1808: PF3D7_0511400
0_1809: PF3D7_0622400
0_1810: PF3D7_0313000
0_1811: PF3D7_1238600
0_1812: PF3D7_0205000
0_1813: PF3D7_1206700
0_1814: PF3D7_0108600
0_1815: PF3D7_0710700
0_1816: PF3D7_1303900
0_1817: PF3D7_0608200
0_1818: PF3D7_0914400
0_1819: PF3D7_0530300
0_1820: PF3D7_0726100
0_1821: PF3D7_1429700
0_1822: PF3D7_1204100
0_1823: PF3D7_1366000
0_1824: PF3D7_1012300
0_1825: PF3D7_0817500
0_1826: PF3D7_1216900
0_1827: PF3D7_1416000
0_1828: PF3D7_0824300
0_1829: PF3D7_0703800
0_1830: PF3D7_1244900
0_1831: PF3D7_1038600
0_1832: PF3D7_1417700
0_1833: PF3D7_1234200
0_1834: PF3D7_1010100
0_1835: PF3D7_1208000
0_1836: PF3D7_1142000
0_1837: PF3D7_0829500
0_1838: PF3D7_0408900.2
0_1839: PF3D7_0832600
0_1840: PF3D7_0622300
0_1841: PF3D7_1448100
0_1842: PF3D7_1336000
0_1843: PF3D7_0920100
0_1844: PF3D7_0108100
0_1845: PF3D7_1236200
0_1846: PF3D7_1335700
0_1847: PF3D7_1324400
0_1848: PF3D7_0721100
0_1849: PF3D7_1332200
0_1850: PF3D7_1327800
0_1851: PF3D7_1104700.1
0_1852: PF3D7_0315300
0_1853: PF3D7_0520200
0_1854: PF3D7_1354400
0_1855: PF3D7_0622600
0_1856: PF3D7_0804600
0_1857: PF3D7_0312900
0_1858: PF3D7_0709100
0_1859: PF3D7_1107200
0_1860: PF3D7_1470200
0_1861: PF3D7_1449100
0_1862: PF3D7_1416600
0_1863: PF3D7_1318600
0_1864: PF3D7_1214800
0_1865: PF3D7_1147600
0_1866: PF3D7_0936800
0_1867: PF3D7_1440500
0_1868: PF3D7_1014700
0_1869: PF3D7_1328200
0_1870: PF3D7_0304800
0_1871: PF3D7_0730000
0_1872: PF3D7_1003900
0_1873: PF3D7_1122300
0_1874: PF3D7_1217700
0_1875: PF3D7_1404800
0_1876: PF3D7_1015700.2
0_1877: PF3D7_1136500.1
0_1878: PF3D7_1428300
0_1879: PF3D7_0700900
0_1880: PF3D7_0406100
0_1881: PF3D7_1210400
0_1882: PF3D7_1204000
0_1883: PF3D7_0715500
0_1884: PF3D7_1362700
0_1885: PF3D7_0318600
0_1886: PF3D7_0315700
0_1887: PF3D7_1366100
0_1888: PF3D7_1474400
0_1889: PF3D7_1316000
0_1890: PF3D7_1242300
0_1891: PF3D7_1419200
0_1892: PF3D7_0927400
0_1893: PF3D7_1448200
0_1894: PF3D7_0627700
0_1895: PF3D7_1235800
0_1896: PF3D7_0618100
0_1897: PF3D7_0728500
0_1898: PF3D7_0201100
0_1899: PF3D7_0514200
0_1900: PF3D7_0509300
0_1901: PF3D7_1320200
0_1902: PF3D7_0907300
0_1903: PF3D7_0726700
0_1904: PF3D7_0414700
0_1905: PF3D7_1251100
0_1906: PF3D7_0309900
0_1907: PF3D7_1415200
0_1908: PF3D7_1253800
0_1909: PF3D7_0930100
0_1910: PF3D7_1227300
0_1911: PF3D7_1408400
0_1912: PF3D7_0408400
0_1913: PF3D7_0107600
0_1914: PF3D7_0203800
0_1915: PF3D7_1321800
0_1916: PF3D7_1337900
0_1917: PF3D7_1429300
0_1918: PF3D7_1474700
0_1919: PF3D7_0619800
0_1920: PF3D7_1308400
0_1921: PF3D7_0412200
